岗位,命中关键词,地点,发布时间,URL,JD
智能体-策划产品经理-CodeBuddy/WorkBuddy,AI、Agent,深圳,2026年07月02日,https://careers.tencent.com/jobdesc.html?postId=1949322741660385280&language=zh-cn,"1.负责CodeBuddy IDE产品的整体规划与战略制定，明确AI功能迭代方向；
2.持续跟踪AI开发者工具竞品的动态，为产品决策提供有力依据，同时精准提炼垂直行业的核心痛点，如合规代码生成等；
3.主导产品的全生命周期管理，负责编写需求文档（PRD），清晰定义AI功能的交互逻辑；
4.积极推动腾讯云生态与CodeBuddy IDE的深度集成，包括CloudBase部署、微信小程序兼容等方面，设计有效的技术解决方案；
5.构建完善的产品指标体系，如代码生成准确率、任务耗时等，通过漏斗分析精准定位用户体验断点；
6.备注：base地可选深圳/北京/上海。
1.本科及以上学历，计算机科学、AI或产品设计相关专业优先，熟悉AI开发生态，包括大模型技术栈、Agentic Workflow等，以及主流IDE工具链；
2.具备3年以上AI/开发者工具产品策划经验，有主导代码生成、低代码平台或智能助手类产品的成功案例，熟悉GitHub、VS Code生态以及企业级服务落地的相关要求，如金融、医疗行业的合规需求；
3.拥有敏锐的技术趋势洞察力，能够及时捕捉如L5级自组织AI团队等技术发展趋势，熟练运用用户研究方法，如焦点小组、Kano模型等，精准转化开发者需求为产品特性；
4.具备高效的跨职能协同能力，能够与技术（算法/工程）、市场（GTM策略）、销售（企业客户拓展）等团队进行良好的沟通与协作，推动资源整合与策略的有效落地；
5.熟练使用产品管理工具，如Jira、Confluence等，以及数据分析平台，如QuickSight、Tableau等，英语读写流利，具备较强的抗压能力和创新意识。"
腾讯会议-增长产品经理,AI,深圳,2026年07月01日,https://careers.tencent.com/jobdesc.html?postId=2039624806697168896&language=zh-cn,"1.负责 AI 通讯产品的用户规模增长，探索和落地AI时代新的KOL/KOC、新流量场（社区 / 社群等）、新增长玩法，获得用户规模与口碑；
2.负责跨团队跨产品的增长合作，协同上下游产品共同打造更符合AI时代需求的场景，提升用户规模。
1.本科及以上学历，3年互联网产品用户增长经验，有SaaS或AI产品增长经验优先；
2.熟悉用户增长方法论，对用户需求和数据敏感，具备一定策划思维- 有较强的目标感和推动力，能跨团队推进项目落地、获取增长结果；
3.有好奇心、动手能力强。"
营销与交易产品部-云Mall 高级产品经理（电商交易平台方向）,AI、Agent,深圳,2026年06月29日,https://careers.tencent.com/jobdesc.html?postId=2043480582519947264&language=zh-cn,"1.负责云Mall产品线的整体产品规划，包括版本路线图、优先级决策，从电商交易全链路（商品发现→决策转化→交易履约→售后服务）出发定义产品核心能力和差异化打法；
2.主导交易核心模块的产品架构设计，包括商品管理、订单管理、结算引擎、库存管理、营销活动、售后服务等，设计可复用的产品化底座，支撑私有化部署与SaaS双模式交付；
3.从AI原生视角重新定义交易平台的产品形态，思考当AI Agent成为交易参与者时，交易平台的产品架构、交互模式、数据开放方式需要发生怎样的根本性变化，而非在现有产品上叠加AI功能；
4.前瞻性规划面向AI Agent时代的交易基建，定义交易平台如何适配""人+Agent""混合交易场景——商品如何被机器理解、交易流程如何被协议化调用、履约能力如何对外开放；
5.深度洞察品牌客户需求，区分大品牌与中腰部客户的差异化诉求，将客户需求转化为可落地的产品方案；
6.持续跟踪行业趋势与竞品动态（如业内头部标杆产品的AI化演进，AI Agent/MCP等新范式对电商交易场的重塑），转化为产品策略输入。
1.5年以上电商交易平台/电商SaaS产品经验，对交易全链路（商品、订单、库存、结算、营销、售后）有系统性理解，做过或深度参与过电商建站平台/交易平台型产品（如同类电商SaaS/PaaS）；
2.深刻理解交易场的核心指标和优化逻辑，熟悉转化漏斗、加购率、结算转化率、客单价、复购率等关键指标，有实际的交易转化率优化经验；
3.有大客户/品牌客户的产品服务经验，理解大品牌的定制化、数据安全、私有化部署需求，能在产品化和项目化之间找到平衡；
4.具备AI原生的产品思维：能跳出""在现有电商产品上加AI功能""的惯性，从交易形态变革的角度思考产品——当交易的发起者从人变成Agent，产品该长什么样；
5.对AI Agent时代的电商变革有独立思考，理解AI Agent、MCP协议、自然语言交互等新范式对电商交易场的潜在冲击，能提出面向未来的产品架构储备方案；
6.务实且有前瞻性，能把在产品基础优化的过程中，同时保持对AI和行业趋势的敏感度，为产品下一个阶段做准备。"
腾讯安全-AI代码安全产品经理,AI,深圳,2026年06月29日,https://careers.tencent.com/jobdesc.html?postId=2070679023687745536&language=zh-cn,"1.负责 CodeBuddy Security（企业级AI代码安全扫描产品）的产品规划与路线图制定，对标业界领先产品，构建差异化竞争力；
2.主导产品功能设计与迭代，将大模型能力与 SAST 代码安全技术深度融合，设计高准确率、低误报的智能化代码安全检测与自动修复方案；
3.持续跟踪AI代码安全领域的行业趋势与竞品动态，深入研究大模型在漏洞检测、安全审计等场景的前沿应用，输出竞品分析报告为产品演进提供决策依据；
4.深入调研企业客户安全需求与开发流程，确保安全检测能力无缝融入 IDE、CI/CD、代码评审等开发者日常工作流，做到安全能力无感植入、风险预警精准触达；
5.建立产品效果度量体系（漏洞检出率、误报率、修复采纳率等），配合GTM团队推动产品商业化落地与客户拓展。
1.本科及以上学历，计算机科学、信息安全、软件工程等相关专业，3年以上产品经理工作经验；
2.熟悉软件安全开发生命周期（SSDLC），了解常见漏洞类型（OWASP Top 10、CWE）及代码安全检测技术（SAST/SCA/DAST）；
3.熟悉主流编程语言（Java/Python/Go/JavaScript等）及开发框架，理解CI/CD流水线、代码托管平台（GitLab/GitHub）的工作机制；
4.了解大语言模型（LLM）的基本原理与应用范式，对AI在安全领域的应用有独立思考；
5.具备优秀的需求分析、产品设计和文档撰写能力，能独立完成PRD、产品原型和路线图规划；
6.具备出色的跨团队沟通协调能力与严密的逻辑思维，能在复杂技术环境中推动多方共识。"
微信读书产品部-AI产品经理,AI、Agent,广州,2026年06月29日,https://careers.tencent.com/jobdesc.html?postId=2068897868235849728&language=zh-cn,"1.负责读书产品部新应用的产品策划工作，涵盖 IM 群聊、AI Agent、实时协同等；
2.结合前沿技术发展趋势，探索AI在办公协作/项目管理等场景的创新落地方案；
3.洞察挖掘用户对AI的真实需求和具体场景，设计解决方案并落地；
4.跟进并理解大模型等相关技术发展，深刻理解模型进化带来的改变，在产品的设计中充分应用模型能力。
1.具备极客精神，能通过低代码平台或代码进行原型验证，自己动手搭建过各种AI Agent/工具项目优先；
2.有B端或C端AI 相关产品经验，对AI行业趋势和大模型技术有深刻理解和热情；
3.超强的学习能力，强烈的好奇心和探索欲，不做好不罢休的胜负欲；
4.具备极强的用户思维和数据分析能力，能精准理解用户需求并利用数据驱动决策。"
腾讯视频-AI 产品经理,AI、Agent,北京,2026年06月26日,https://careers.tencent.com/jobdesc.html?postId=2046845261342470144&language=zh-cn,"1.参与腾讯视频worksolo等产品工作，包括AI Agent、skill、AI交互体验等核心模块的产品设计与迭代；
2.深入理解AI视频生成、Agent、多模态大模型等技术能力边界，将前沿AI能力产品化为普通创作者可用的功能；
3.持续关注AI行业趋势，规划核心功能，快速运用AI工具推动产品落地与版本迭代，协同算法、工程、设计、运营团队，定义产品目标与里程碑，保障产品按期高质量交付；
4.建立数据驱动的产品迭代机制，基于用户反馈与核心指标持续优化产品体验，提升AI工具的易用性与留存。
1.本科及以上学历，计算机、人工智能、数据科学等相关背景，3年以上产品经理经验，有AI/AIGC产品从业经历，AI创作工具（视频/图像/Agent/数字人等）项目经验优先；
2.具备基础的AI产品素养，熟悉LLM、Diffusion、Agent框架、多模态模型、RAG等技术原理，能与算法及工程团队高效对话；
3.有优秀的产品设计与交互能力，对用户体验有深刻理解，对C端产品细节有极高要求；
4.具备从0到1的产品冷启动经验，能接受早期阶段高强度迭代节奏，有AI创作工具背景或个人是AI工具重度使用者优先。"
腾讯混元大模型数据产品经理,AI、Agent,北京,2026年06月26日,https://careers.tencent.com/jobdesc.html?postId=2064244091922853888&language=zh-cn,"1.负责腾讯混元大模型数据飞轮整体规划与落地，设计自动化、可自生长的数据迭代闭环，形成模型数据正向增长飞轮；
2.负责大模型数据平台、智能采样、难例挖掘、数据质检、正负样本管理等数据基建产品的需求设计与迭代落地；
3.联动算法、训练、评测、业务团队，针对推理、代码、长文本、Agent调用等核心场景，制定数据迭代策略，定向产出高质量增量数据，驱动模型效果迭代升级；
4.建立统一的大模型数据质量标准、流程规范与效率指标体系，优化数据清洗、蒸馏、精标全链路，提升模型迭代效率、降低迭代成本；
5.搭建模型幻觉、事实错误、逻辑偏差、安全风险等负样本数据闭环，持续优化模型对齐效果、稳定性与安全性；
6.结合腾讯元宝、行业解决方案等业务场景，沉淀垂类数据迭代方案，支撑大模型规模化落地与商业化；
7.跟进行业前沿数据迭代技术，结合混元模型架构特性持续优化数据飞轮体系，沉淀可复用的模型数据迭代方法论。
1.本科及以上学历，2-3年及以上大模型AI产品经验，有大模型数据飞轮、RLHF/DPO模型对齐、模型迭代闭环相关落地经验；
2.熟悉LLM预训练、微调、对齐全链路逻辑，了解大模型推理、代码、长文本、Agent等核心场景的数据迭代逻辑；
3.具备独立的数据产品规划、方案设计、项目推进能力，数据敏感度高，能够通过数据分析定位模型短板并输出优化策略；
4.逻辑清晰、执行力强，具备优秀的跨团队协同能力，可独立负责核心专项迭代；
5.有大厂基座大模型、MoE模型迭代经验者优先。"
混元大模型平台产品经理（北京/深圳）,AI,北京,2026年06月26日,https://careers.tencent.com/jobdesc.html?postId=2070472100677857280&language=zh-cn,"1.一站式AI Infra底座体系建设：围绕混元大模型全链路研发流程，统筹设计模型训练、效果评测、服务部署、底层调度、版本迭代的一站式平台产品能力，构建标准化、可复用、高效率的模型研发基础设施，支撑内部模型规模化、常态化迭代交付；
2.大模型评测体系产品化落地：负责AI评测平台核心能力搭建与体系升级，深度对齐通用/专业Benchmark评测标准、评测数据集管理、评测任务编排、多版本模型对照、效果归因分析等全流程产品设计，搭建标准化、自动化、可追溯的模型质量评估闭环，保障混元模型迭代精度与效果稳定性；
3.跨团队技术需求治理与项目落地：深度对接算法研发、AI工程、框架团队、算力平台等核心角色，拆解复杂技术诉求、沉淀通用产品能力、输出完整方案与PRD，持续推进平台能力落地、流程提效、体验升级与技术壁垒沉淀；
4.平台效能优化与长期规划：持续复盘模型研发链路瓶颈，针对训练调试成本高、评测链路碎片化、部署迭代低效等问题，输出体系化产品解法，推动AI研发流程标准化、自动化、集约化建设。
1.本科及以上学历，3年及以上大厂AI Infra/大模型平台/算法工程产品经理经验，有大模型研发底座、评测平台、训练部署平台完整建设经验优先；
2.具备扎实的大模型技术认知，熟悉LLM训练、微调、数据生产、效果评测、推理部署、服务上线的完整技术链路，能够快速理解技术痛点并转化为平台产品能力；
3.熟悉大模型评测体系，了解主流Benchmark体系、评测数据集管理、模型对照评估、自动化评测流程，具备评测平台体系化建设经验优先。"
腾讯会议-AI产品经理-ASR方向,AI,深圳,2026年06月25日,https://careers.tencent.com/jobdesc.html?postId=2036621556322562048&language=zh-cn,"1.负责AI语音相关产品的规划、设计与迭代；
2.联动算法/工程/数据团队，推进AI语音能力在业务中的落地，持续优化识别准确率、响应速度等关键指标；
3.建立语音产品质量评估体系，负责效果评测集构建、竞品分析和数据驱动的产品迭代。
1.本科及以上学历，3年以上智能语音、自然语言处理或其他AI相关领域的产品经验；
2.熟悉语音识别、语义理解、语音合成等语音交互相关技术，掌握语音产品性能评估方法；
3.具备敏锐的用户感知力，对产品体验有极致追求，能够主动发现并解决问题。"
腾讯云文字识别高级产品经理,AI、Agent,上海,2026年06月25日,https://careers.tencent.com/jobdesc.html?postId=2037377907856408576&language=zh-cn,"1.负责OCR相关的产品策划工作，尤其是在大模型时代，传统OCR产品和多模态OCR模型，如何与大模型生态相结合。需结合腾讯云文字识别的现状，和市场竞争态势，制定产品的长期愿景、战略规划及实施路线图（Roadmap），确保产品方向具备前瞻性和竞争力；
2.基于文字识别客户的需求，从文字识别基础能力出发，结合LLM、VLM等大模型能力，深入具体行业、场景，基于Agent平台等能力，快速搭建行业解决方案进行验证，并基于共性的客户需求，沉淀出可复制的行业解决方案；
3.产品商业化与增长：制定产品上市策略，独立面向决策层进行方案宣讲与价值沟通；通过数据分析驱动产品迭代和运营策略优化，实现产品在不同客户群体的规模化扩张。
1.本科及以上学历，计算机科学、人工智能等相关专业优先；
2.具备5年以上 AI产品工作经验，具备产品策划和to b商业化的完整经验，有文字识别相关产品工作经验者优先；
3.具备至少3人以上产品小团队的管理经验；
4.具备良好的逻辑思维能力和沟通协调能力，能承受工作压力，适应快节奏工作环境。"
大数据产品经理（深圳/北京）,AI、Agent,深圳,2026年06月25日,https://careers.tencent.com/jobdesc.html?postId=2013806539382611968&language=zh-cn,"1.负责数据 Agent 方向产品规划，面向数据开发、数据分析、数据治理、数据运维等场景，设计智能化产品能力；
2.梳理用户在找数、取数、写 SQL、建任务、查血缘、排障、指标理解等场景中的痛点，推动 Agent 化解决方案落地；
3.设计自然语言驱动的数据工作流，包括意图理解、任务拆解、工具调用、结果解释、异常处理和用户确认机制；
4.推动数据平台能力 Agent 化，将 SQL 查询、元数据、血缘、质量、调度、权限等能力封装为 Agent 可调用工具；
5.与算法、研发、数据平台和业务团队协作，推动产品从方案设计、原型验证到线上落地，并持续优化产品效果；
6.建立数据 Agent 的效果评估体系，关注任务完成率、准确率、采纳率、执行成功率和用户反馈闭环。
1.任职要求；
2.年以上产品经理经验，有 AI 产品、数据产品、数据平台、BI、开发者工具或企业软件经验优先；
3.熟悉数据开发、数据分析、SQL、指标体系、元数据、数据血缘、数据质量等基础概念；
4.理解大模型、Prompt、RAG、Tool Calling、Workflow、Agent 等基本概念，了解 Agent 与普通问答产品的差异；
5.具备复杂业务场景抽象能力，能够将数据工作流程拆解为可理解、可执行、可评估的产品方案；
6.具备良好的技术沟通能力，能与算法、后端、前端、数据平台研发高效协作；
7.结果导向，关注 AI 产品的真实可用性、准确性、稳定性和业务价值，而不仅是 Demo 效果。"
元宝- AI策略产品经理（图片理解方向）,AI、Agent,深圳,2026年06月25日,https://careers.tencent.com/jobdesc.html?postId=2021846191561666560&language=zh-cn,"1.端到端负责腾讯元宝VLM（图片理解）的链路设计和模型效果，从 0 到 1、从 1 到 N 推动核心能力落地；
2.参与定义元宝在VLM方向上的长期产品形态，从大量数据中抽象出用户需求，和在VLM场景下的亮点功能，推动VLM在用户生活中解决实际问题；
3.为用户体验与模型效果的最终结果负责，直接影响大规模用户的真实写作与工作效率，与算法、数据、评测团队深度协作，共同定义效果目标、评测体系与优化路径，形成可持续演进的产品闭环；
4.将大模型能力沉淀为长期可复用的产品能力，把Prompt、Workflow、Agent等能力转化为稳定、可扩展的产品机制，推动能力在多个VLM场景中持续复用和放大。
1.本科及以上学历，3 年及以上产品经理经验，有扎实的产品能力，渴望在 AI 时代做出代表作，有大语言模型、图片搜索、视觉理解或相关产品经验者优先；
2.对大模型有持续理解与快速转化能力，理解LLM和VLM的基本原理、能力边界及发展趋势，能将模型与工具的变化转化为清晰的产品判断；
3.具备良好的产品品位与体验判断能力，能够根据用户的判断模型输出在真实工作流中的能力与边界，结合体验目标及模型发展趋势，做出合理的产品取舍与优化决策；
4.具备 AI Native 的工作方式与产品思维，具备与AI一起进步的能力，熟练运用Prompt Engineering、Workflow、Agent等模型能力解决实际问题，熟练使用Claude Code等Vibe Coding工具改进个人与团队的工作效率者优先；
5.目标导向，能够在不确定中承担责任，有清晰的目标和结果意识，善于借助AI加速决策与交付，在不确定中推动结果落地，具备良好的沟通与跨团队协作能力，适应快速迭代的工作节奏。"
元宝- AI策略产品经理,AI、Agent,深圳,2026年06月25日,https://careers.tencent.com/jobdesc.html?postId=1925398818564710400&language=zh-cn,"1.优化Agent能力，通过包括不限于RAG、Tools、Memory等方式，不断提升用户体验；
2.了解行业最新动态，并总结产品创新路径，探索行业最佳实践；
3.抽象沉淀通用组建和能力，完善Agent平台能力，提升业务迭代效率。
1.本科及以上学历，1年以上C端产品经验，有创新用户体验或用户增长经验优先；
2.逻辑思维能力，沟通协作能力强，能跨团队高效协作，推动目标达成；
3.有Agent实操经验，或大模型创新产品经验优先。"
证券-AI产品经理-金融AI应用体验方向,AI、Agent,深圳,2026年06月24日,https://careers.tencent.com/jobdesc.html?postId=2052527703940313088&language=zh-cn,"1.AI原生体验规划与设计：负责规划并设计证券场景下AI原生功能，深入理解新股民与老股民的差异化需求，将复杂的市场信息、金融逻辑通过智能解读、对话式交互、个性化内容等方式，转化为直观、友好、可信赖的产品体验；
2.前沿技术应用与产品化：紧密跟踪AI领域（如Agent架构、RAG、SFT/RLHF等）发展趋势。评估新技术在提升信息获取、策略验证、决策辅助等环节的潜力，并主导其产品化路径设计，将技术语言转化为用户可感知的价值；
3.全流程产品闭环构建：主导AI产品从需求定义、方案设计、开发协同到上线运营的全过程；特别关注构建数据驱动的评估迭代与Ai评测体系，推动创新想法从技术验证到规模应用，对产品最终的体验价值与影响力负责；
4.复杂系统与体验设计：设计兼顾创新、用户体验、金融合规与风险控制的产品方案。包括但不限于：设计AI Agent的决策流、设定人机协同边界、规划工具调用与长短期记忆机制、确保结果的可解释性与可控性。
1.背景与经验：3年以上互联网产品经验，有Ai原生产品、Agent应用或复杂C端工具/内容产品的完整落地经验。具备从0到1主导项目并取得可验证成果的经历；对证券业务有深刻理解或极强的学习意愿；
2.核心能力：较好的用户思维与技术视野，具备优秀的产品判断力与用户共情能力，深入了解大模型、Agent、RAG等技术的原理、能力边界与应用场景，能前瞻性思考技术趋势与业务结合的创新点；能够系统性思考复杂问题，设计稳健、可扩展的产品方案与协同流程，并推动跨团队项目高效闭环；
3.系统思维与闭环管理：；
4.关键素质：有较好的数据驱动与科学评估能力，能设计并运用数据集/评测集等科学评估方法来衡量与推动Ai体验的效果，对AI技术与金融业务的结合充满好奇与热情，具备极强的自驱力、学习能力和结果导向。"
腾讯云-AI供应链产品经理,AI,深圳,2026年06月24日,https://careers.tencent.com/jobdesc.html?postId=2026121516504215552&language=zh-cn,"1.采购供应系统产品设计/架构师，负责服务器/数据中心品类整个采购供应流程系统设计、系统产品规划，结合AI技术优化采购供应链全链路，推动AI能力与采购供应系统深度融合；
2.具备强的全局拉通能力，应对复杂的供应链链路，拥有优秀的通用和局部架构设计能力；牵头联动业务、研发团队，完成AI功能的原型设计、需求拆解及落地迭代，保障AI功能与业务场景的适配性；
3.负责AI供应链相关功能的需求调研、用户反馈收集，结合业务数据迭代优化AI模型效果，提升采购供应链效率、降低运营成本；
4.推动AI技术在采购供应链场景的规模化应用，制定AI功能落地标准及验收指标，联动跨部门协同推进项目，确保AI产品功能按期交付并产生业务价值。
1.5年以上B端产品经验，有采购、供应链或ERP领域更好，有AI供应链、AI采购相关产品经验者、AI思维和实践能力优先；
2.有从0到1搭建或运营大型系统的实际经验，熟悉采购系统与AI能力的集成逻辑者优先；
3.具备系统架构设计能力，熟悉微服务、云原生、低代码平台等现代技术架构；了解AI基础技术，能清晰拆解AI相关产品需求、联动业务/研发团队推进落地者优先；
4.能结合AI技术提出流程优化方案，推动供应链数字化、智能化升级；
5.熟悉主流ERP与采购模块的集成逻辑，具备较强的数据敏感度，能利用SQL进行数据探查与指标定义，支撑AI模型优化及业务决策。"
混元AIGC模型产品经理（多模态方向）（北京/上海）,AI,深圳,2026年06月23日,https://careers.tencent.com/jobdesc.html?postId=1930452494366932992&language=zh-cn,"1.负责图像、视频、3D或音频等某一AIGC方向的产品规划与全生命周期管理；
2.深度洞察用户需求与技术趋势，定义具有竞争力的产品能力矩阵和发展路线图；
3.建立科学的模型评估与迭代机制，确保产品效果的持续领先；
4.协调内外部资源，推动产品从概念到上线、优化及商业化落地的全过程。
1.本科及以上学历，3年以上互联网或AI相关产品经验；
2.对AIGC领域有深刻理解和热情，具备出色的产品规划和分析能力；
3.结果导向，具备优秀的沟通协调能力和项目推动力；
4.有AI模型相关产品或大型内容平台、创作者工具产品经验者优先。"
腾讯游戏-产品经理（游戏发行AI方向）-新星引力计划,AI,深圳,2026年06月22日,https://careers.tencent.com/jobdesc.html?postId=1966332041217859584&language=zh-cn,"1.负责相关外部平台基于AI进行发行能力或内容生态能力建设；
2.充分调研 IEG内部各游戏对外合作诉求，包括营销，内容，运营，拉新、回流等方向，基于AI提供相应工具支持；
3.结合AI优化现有活动及发行工具的提效， 实现全链路自动化。
1.具备1年以上AI产品实践经验，2年以上游戏行业经验，有成功的AI项目落地优先；
2.深入理解人工智能技术，熟悉机器学习、大模型、AIGC等领域概念，具备良好的技术协作与沟通能力；
3.能够洞察行业趋势与用户需求，完成从需求分析、产品规划到落地及迭代优化的全流程工作；
4.熟练运用数据驱动方法，定义核心指标，通过A/B测试与数据分析驱动产品决策和持续优化；
5.熟悉常见的AI开发工具与平台（如LangChain、Coze、Dify等），具备一定的Prompt工程能力；
6.逻辑清晰，自驱力强，具备出色的跨团队协作能力，能适应快速变化的业务环境。"
腾讯云数据智能平台-资深产品经理-数据治理方向,AI、Agent,深圳,2026年06月22日,https://careers.tencent.com/jobdesc.html?postId=2047218784430882816&language=zh-cn,"1.负责企业级数据智能平台的数据治理核心模块（包括元数据管理、数据血缘追踪、数据标准制定、数据质量监控、数据资产目录构建、数据安全防护、指标治理等）的产品规划与设计工作，从需求调研、分析到最终上线交付，端到端推动全流程闭环管理；
2.深入对接业务部门、数据研发团队、风控合规团队，精准挖掘各方在数据治理过程中的痛点和需求，输出高质量的产品需求文档（PRD）、产品原型及详细业务流程方案，并全程推动需求落地实施与效果验收；
3.主导数据安全治理体系的建设工作，全面涵盖敏感数据的分级分类管理、数据脱敏策略制定、权限精细管控以及合规审计机制搭建，确保数据智能平台严格满足企业级安全与合规要求；
4.建立健全数据治理运营体系，精心设计数据健康度评分模型、考核机制以及问题闭环处理流程，对标海外先进标杆产品，推动数据治理从源头抓起并实现常态化、可持续运营；
5.紧跟技术发展趋势，结合大模型与AI Agent的先进能力，系统规划AI+数据治理的产品发展路线，着力提升数据治理工作的自动化水平和智能化程度。
1.本科及以上学历，计算机科学与技术、软件工程、数据科学等相关专业优先，拥有5年及以上数据治理相关产品的实际工作经验；
2.对数据治理的全流程有深入且透彻的理解，熟练掌握元数据管理、数据质量管控、数据标准制定、数据安全防护、数据资产梳理等核心模块的设计方法，能够独立承担产品设计方案的制定，并有效协调跨部门资源推进项目实施；
3.熟悉大数据相关的技术栈，包括但不限于Hive、Spark、Hadoop等大数据处理框架，以及数据仓库、湖仓一体等架构模式，同时对大模型与Agent的应用场景有一定的了解和认知；
4.了解国内外数据合规相关的法律法规，如《数据安全法》《个人信息保护法》、GDPR等，有数据安全治理产品实际设计或运营经验者优先考虑；
5.具备优秀的跨团队沟通与协作能力，能够在复杂的多方协作环境中高效推进工作，同时拥有企业级数据治理项目规模化落地的成功经验。"
